Class,Section,Subject,Name,ID,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Home Tuition (Y/N),Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
8,C,Hindi,Meera Dwivedi,8_C_39,80339,92,72,59,90,N,3,4,5,0.1,5,57
8,C,Arts,Meera Dwivedi,8_C_39,80339,99,49,75,65,N,10,9,7,0.3,3,80
8,C,Maths,Yash Nair,8_C_40,80340,77,97,70,92,N,3,3,10,1.0,9,54
8,C,Science,Yash Nair,8_C_40,80340,68,54,64,58,Y,3,9,2,0.2,9,34
8,C,Social,Yash Nair,8_C_40,80340,96,76,78,78,Y,6,7,7,1.0,3,73
8,C,English,Yash Nair,8_C_40,80340,97,94,68,89,N,10,5,6,1.0,5,49
8,C,Hindi,Yash Nair,8_C_40,80340,87,76,67,44,N,6,4,7,0.1,5,91
8,C,Arts,Yash Nair,8_C_40,80340,78,78,98,95,N,6,6,7,0.6,6,72
9,A,Maths,Siddharth Singh,9_A_1,90101,83,46,93,65,Y,9,3,8,0.3,10,84
9,A,Science,Siddharth Singh,9_A_1,90101,100,81,74,56,N,4,6,6,0.8,7,56
9,A,Social,Siddharth Singh,9_A_1,90101,74,41,60,44,Y,9,10,9,0.3,8,44
9,A,English,Siddharth Singh,9_A_1,90101,88,41,96,48,Y,10,10,10,0.3,5,34
9,A,Hindi,Siddharth Singh,9_A_1,90101,73,84,50,70,Y,5,10,7,0.5,4,77
9,A,Arts,Siddharth Singh,9_A_1,90101,92,52,68,60,Y,8,9,3,0.6,10,81
9,A,Maths,Suman Mukherjee,9_A_2,90102,88,46,92,65,N,10,7,6,0.3,5,72
9,A,Science,Suman Mukherjee,9_A_2,90102,65,59,87,83,N,10,3,9,0.4,7,63
9,A,Social,Suman Mukherjee,9_A_2,90102,66,84,51,78,Y,8,8,9,0.9,5,69
9,A,English,Suman Mukherjee,9_A_2,90102,71,70,43,66,N,6,6,9,0.3,9,91
9,A,Hindi,Suman Mukherjee,9_A_2,90102,69,76,93,71,Y,8,6,8,0.5,3,62
9,A,Arts,Suman Mukherjee,9_A_2,90102,67,64,83,51,N,7,6,6,0.6,3,77
9,A,Maths,Divya Gaekwad,9_A_3,90103,92,57,59,100,N,9,8,5,0.5,4,47
9,A,Science,Divya Gaekwad,9_A_3,90103,95,54,65,53,Y,5,3,5,0.3,3,82
9,A,Social,Divya Gaekwad,9_A_3,90103,68,50,46,54,N,8,9,3,0.5,7,80
9,A,English,Divya Gaekwad,9_A_3,90103,89,93,74,100,Y,7,8,5,0.9,3,46
9,A,Hindi,Divya Gaekwad,9_A_3,90103,96,56,79,70,N,6,6,8,0.4,6,70
9,A,Arts,Divya Gaekwad,9_A_3,90103,86,88,64,41,N,6,5,8,0.9,6,34
9,A,Maths,Vikram Bhatt,9_A_4,90104,86,82,76,52,N,9,9,8,0.7,10,71
9,A,Science,Vikram Bhatt,9_A_4,90104,79,69,82,80,Y,8,9,7,0.4,8,69
9,A,Social,Vikram Bhatt,9_A_4,90104,77,91,83,43,Y,3,4,2,0.3,5,60
9,A,English,Vikram Bhatt,9_A_4,90104,79,41,80,70,Y,9,9,7,0.3,9,82
9,A,Hindi,Vikram Bhatt,9_A_4,90104,94,83,97,65,N,8,10,7,0.4,4,58
9,A,Arts,Vikram Bhatt,9_A_4,90104,90,85,56,63,N,7,6,7,0.6,7,82
9,A,Maths,Rohan Malik,9_A_5,90105,99,42,64,43,Y,8,7,8,1.0,7,90
9,A,Science,Rohan Malik,9_A_5,90105,78,92,77,95,N,8,3,6,0.4,5,69
9,A,Social,Rohan Malik,9_A_5,90105,93,85,94,77,N,6,7,7,0.7,8,36
9,A,English,Rohan Malik,9_A_5,90105,92,88,94,88,N,10,7,8,0.8,5,78
9,A,Hindi,Rohan Malik,9_A_5,90105,97,40,97,61,Y,3,10,9,0.2,7,87
9,A,Arts,Rohan Malik,9_A_5,90105,92,40,74,93,N,4,7,2,0.8,6,37
9,A,Maths,Lata Joshi,9_A_6,90106,72,88,58,81,N,4,6,2,0.5,7,77
9,A,Science,Lata Joshi,9_A_6,90106,78,52,41,48,Y,8,10,5,0.3,10,32
9,A,Social,Lata Joshi,9_A_6,90106,84,67,55,96,N,3,6,9,0.8,10,59
9,A,English,Lata Joshi,9_A_6,90106,99,78,45,94,Y,3,6,7,0.3,8,33
9,A,Hindi,Lata Joshi,9_A_6,90106,65,94,58,58,N,3,7,9,0.7,4,72
9,A,Arts,Lata Joshi,9_A_6,90106,70,80,63,53,N,7,8,5,0.8,6,99
9,A,Maths,Suman Dhillon,9_A_7,90107,84,56,86,58,Y,10,3,9,0.6,4,47
9,A,Science,Suman Dhillon,9_A_7,90107,91,58,96,85,Y,5,8,4,0.8,10,43
9,A,Social,Suman Dhillon,9_A_7,90107,86,60,98,92,Y,5,10,5,0.6,8,48
9,A,English,Suman Dhillon,9_A_7,90107,68,65,66,49,N,9,10,10,0.9,5,61
9,A,Hindi,Suman Dhillon,9_A_7,90107,98,56,78,82,N,4,3,9,0.8,8,50
9,A,Arts,Suman Dhillon,9_A_7,90107,68,42,100,85,N,8,7,7,0.1,9,38
9,A,Maths,Shreya Grewal,9_A_8,90108,68,84,66,47,Y,6,8,10,0.2,4,56
9,A,Science,Shreya Grewal,9_A_8,90108,95,97,81,66,Y,10,5,4,0.7,10,57
9,A,Social,Shreya Grewal,9_A_8,90108,96,98,82,71,Y,7,5,8,0.7,7,88
9,A,English,Shreya Grewal,9_A_8,90108,100,68,66,62,Y,4,6,10,0.5,9,61
9,A,Hindi,Shreya Grewal,9_A_8,90108,94,52,59,93,Y,8,8,6,0.7,4,40
9,A,Arts,Shreya Grewal,9_A_8,90108,96,65,47,58,Y,7,9,3,0.6,10,63
9,A,Maths,Pranav Kapoor,9_A_9,90109,79,65,56,66,N,7,6,7,0.5,4,100
9,A,Science,Pranav Kapoor,9_A_9,90109,65,66,55,89,Y,4,3,2,0.8,5,48
9,A,Social,Pranav Kapoor,9_A_9,90109,70,68,84,79,N,4,6,7,0.8,4,39
9,A,English,Pranav Kapoor,9_A_9,90109,98,66,92,64,N,7,10,9,0.4,9,60
9,A,Hindi,Pranav Kapoor,9_A_9,90109,71,77,71,58,Y,9,5,5,0.8,10,71
9,A,Arts,Pranav Kapoor,9_A_9,90109,86,82,47,64,Y,9,5,9,0.8,5,68
9,A,Maths,Monika Goel,9_A_10,90110,65,48,80,71,N,5,5,5,0.8,9,72
9,A,Science,Monika Goel,9_A_10,90110,66,71,89,91,Y,9,5,6,0.8,8,89
9,A,Social,Monika Goel,9_A_10,90110,88,100,99,67,Y,9,8,3,0.3,7,46
9,A,English,Monika Goel,9_A_10,90110,79,70,62,79,N,9,7,2,1.0,7,30
9,A,Hindi,Monika Goel,9_A_10,90110,68,46,99,56,Y,4,6,7,0.2,9,84
9,A,Arts,Monika Goel,9_A_10,90110,72,60,84,50,N,4,5,9,0.8,9,74
9,A,Maths,Rohan Dhillon,9_A_11,90111,75,60,61,48,Y,10,5,4,0.7,3,73
9,A,Science,Rohan Dhillon,9_A_11,90111,69,82,41,90,Y,9,6,8,0.6,6,93
9,A,Social,Rohan Dhillon,9_A_11,90111,99,85,76,46,N,6,6,5,0.2,6,82
9,A,English,Rohan Dhillon,9_A_11,90111,100,94,75,51,N,9,10,6,0.8,3,65
9,A,Hindi,Rohan Dhillon,9_A_11,90111,98,49,79,69,N,8,7,10,0.3,9,47
9,A,Arts,Rohan Dhillon,9_A_11,90111,85,87,87,47,N,10,7,7,0.6,8,35
9,A,Maths,Aarav Joshi,9_A_12,90112,99,42,51,72,Y,7,3,10,0.4,3,84
9,A,Science,Aarav Joshi,9_A_12,90112,69,91,42,79,Y,3,10,6,0.5,8,48
9,A,Social,Aarav Joshi,9_A_12,90112,91,83,93,93,Y,8,4,4,0.8,9,76
9,A,English,Aarav Joshi,9_A_12,90112,82,50,73,90,Y,3,10,7,0.9,5,65
9,A,Hindi,Aarav Joshi,9_A_12,90112,86,78,61,53,N,4,3,6,0.7,10,32
9,A,Arts,Aarav Joshi,9_A_12,90112,74,60,89,77,Y,8,5,6,0.3,8,53
9,A,Maths,Kiran Singh,9_A_13,90113,74,55,50,61,Y,10,4,7,1.0,10,52
9,A,Science,Kiran Singh,9_A_13,90113,87,85,79,93,Y,7,5,6,0.3,8,87
9,A,Social,Kiran Singh,9_A_13,90113,98,73,43,84,Y,9,9,10,0.5,3,97
9,A,English,Kiran Singh,9_A_13,90113,84,99,89,59,Y,9,5,4,0.9,3,94
9,A,Hindi,Kiran Singh,9_A_13,90113,76,74,89,98,N,9,6,3,0.1,5,100
9,A,Arts,Kiran Singh,9_A_13,90113,98,77,80,90,Y,5,3,10,0.3,3,67
9,A,Maths,Aanchal Gupta,9_A_14,90114,77,82,83,75,Y,3,7,10,0.8,8,80
9,A,Science,Aanchal Gupta,9_A_14,90114,88,87,42,62,Y,3,10,9,0.7,10,58
9,A,Social,Aanchal Gupta,9_A_14,90114,94,48,93,90,N,10,6,6,0.7,3,53
9,A,English,Aanchal Gupta,9_A_14,90114,70,88,86,74,N,6,6,4,0.2,4,97
9,A,Hindi,Aanchal Gupta,9_A_14,90114,84,72,61,42,N,6,8,8,0.9,6,51
9,A,Arts,Aanchal Gupta,9_A_14,90114,81,67,54,64,Y,3,6,9,0.7,7,65
9,A,Maths,Nisha Kulkarni,9_A_15,90115,75,92,99,95,N,4,7,6,0.5,7,93
9,A,Science,Nisha Kulkarni,9_A_15,90115,71,76,84,84,Y,10,5,10,0.5,10,51
9,A,Social,Nisha Kulkarni,9_A_15,90115,66,44,75,70,Y,7,10,4,0.3,8,73
9,A,English,Nisha Kulkarni,9_A_15,90115,85,97,76,71,N,5,9,8,0.5,3,45
9,A,Hindi,Nisha Kulkarni,9_A_15,90115,72,90,56,71,N,8,5,9,0.2,7,63
9,A,Arts,Nisha Kulkarni,9_A_15,90115,96,48,50,81,N,10,6,2,0.5,9,98
9,A,Maths,Aarav Bhatt,9_A_16,90116,66,89,80,75,N,9,8,7,1.0,5,55
9,A,Science,Aarav Bhatt,9_A_16,90116,94,66,55,52,N,5,10,3,1.0,6,90
9,A,Social,Aarav Bhatt,9_A_16,90116,89,100,73,54,N,9,10,9,0.4,10,98
9,A,English,Aarav Bhatt,9_A_16,90116,91,54,76,63,N,3,9,9,0.3,10,53
9,A,Hindi,Aarav Bhatt,9_A_16,90116,99,57,100,98,N,7,4,4,0.2,10,51
9,A,Arts,Aarav Bhatt,9_A_16,90116,79,81,53,54,N,10,8,3,0.4,3,62
9,A,Maths,Vijay Prasad,9_A_17,90117,95,71,56,84,N,4,10,4,0.2,9,96
9,A,Science,Vijay Prasad,9_A_17,90117,76,99,50,92,Y,5,5,8,0.1,9,85
9,A,Social,Vijay Prasad,9_A_17,90117,94,70,92,67,Y,4,5,8,0.7,3,50
9,A,English,Vijay Prasad,9_A_17,90117,68,54,63,85,N,8,7,7,0.2,6,72
9,A,Hindi,Vijay Prasad,9_A_17,90117,89,98,81,83,Y,3,7,7,0.9,3,83
9,A,Arts,Vijay Prasad,9_A_17,90117,88,71,99,70,N,10,5,10,0.5,7,71
9,A,Maths,Lata Nair,9_A_18,90118,88,86,57,51,N,7,10,3,0.8,6,95
9,A,Science,Lata Nair,9_A_18,90118,80,80,55,59,Y,8,8,6,0.3,9,85
9,A,Social,Lata Nair,9_A_18,90118,99,65,49,92,Y,7,6,2,0.5,8,50
9,A,English,Lata Nair,9_A_18,90118,99,65,41,84,N,8,8,4,0.9,6,71
9,A,Hindi,Lata Nair,9_A_18,90118,70,45,54,77,N,8,7,6,0.9,10,62
9,A,Arts,Lata Nair,9_A_18,90118,74,66,100,70,N,5,3,3,0.6,7,31
9,A,Maths,Aanchal Nair,9_A_19,90119,66,42,97,59,Y,9,7,9,0.9,10,72
9,A,Science,Aanchal Nair,9_A_19,90119,83,51,41,57,Y,10,5,2,0.1,3,57
9,A,Social,Aanchal Nair,9_A_19,90119,76,41,68,72,Y,9,5,8,1.0,7,79
9,A,English,Aanchal Nair,9_A_19,90119,69,63,69,42,Y,7,4,9,0.5,8,89
9,A,Hindi,Aanchal Nair,9_A_19,90119,100,92,53,79,Y,7,8,4,0.6,9,67
9,A,Arts,Aanchal Nair,9_A_19,90119,91,100,63,76,Y,6,10,10,0.3,6,95
9,A,Maths,Sonia Pandey,9_A_20,90120,87,66,86,95,N,5,6,5,0.7,3,46
9,A,Science,Sonia Pandey,9_A_20,90120,85,58,81,97,N,7,3,4,0.4,10,77
9,A,Social,Sonia Pandey,9_A_20,90120,86,48,77,91,N,7,7,8,0.7,10,64
9,A,English,Sonia Pandey,9_A_20,90120,100,73,82,85,N,8,10,3,0.5,7,38
9,A,Hindi,Sonia Pandey,9_A_20,90120,90,42,67,45,N,6,8,6,0.4,8,94
9,A,Arts,Sonia Pandey,9_A_20,90120,78,75,98,57,Y,10,5,10,0.5,6,83
9,A,Maths,Sameer Gill,9_A_21,90121,95,74,64,45,N,10,8,10,0.8,4,76
9,A,Science,Sameer Gill,9_A_21,90121,88,52,58,47,N,10,10,3,0.7,5,54
9,A,Social,Sameer Gill,9_A_21,90121,83,51,86,76,N,10,8,5,0.3,8,46
9,A,English,Sameer Gill,9_A_21,90121,78,71,84,54,N,4,7,2,0.8,5,54
9,A,Hindi,Sameer Gill,9_A_21,90121,70,86,73,69,N,4,10,8,0.2,4,38
9,A,Arts,Sameer Gill,9_A_21,90121,70,59,71,42,N,6,4,8,0.8,7,87
9,A,Maths,Payal Kumar,9_A_22,90122,83,61,85,53,N,5,4,8,0.8,9,54
9,A,Science,Payal Kumar,9_A_22,90122,69,83,67,61,Y,6,3,3,0.5,10,63
9,A,Social,Payal Kumar,9_A_22,90122,79,100,79,43,Y,9,3,5,0.1,5,94
9,A,English,Payal Kumar,9_A_22,90122,78,46,68,96,N,6,10,6,0.5,6,93
9,A,Hindi,Payal Kumar,9_A_22,90122,85,55,88,49,Y,10,5,7,0.1,5,76
9,A,Arts,Payal Kumar,9_A_22,90122,66,67,72,51,N,6,3,2,0.6,9,46
9,A,Maths,Vijay Jain,9_A_23,90123,83,85,98,92,N,9,5,4,0.9,4,83
9,A,Science,Vijay Jain,9_A_23,90123,95,40,82,57,N,6,9,8,1.0,3,60
9,A,Social,Vijay Jain,9_A_23,90123,76,81,77,67,Y,7,9,10,0.2,7,39
9,A,English,Vijay Jain,9_A_23,90123,86,97,91,80,Y,7,8,8,0.4,5,76
9,A,Hindi,Vijay Jain,9_A_23,90123,75,54,100,77,N,9,3,10,0.7,3,30
9,A,Arts,Vijay Jain,9_A_23,90123,69,49,74,75,Y,7,6,10,0.8,4,92
9,A,Maths,Priya Goel,9_A_24,90124,75,81,66,58,Y,7,9,8,0.2,9,95
9,A,Science,Priya Goel,9_A_24,90124,96,96,90,96,N,7,3,7,1.0,8,93
9,A,Social,Priya Goel,9_A_24,90124,92,77,56,60,N,4,10,3,0.8,10,32
9,A,English,Priya Goel,9_A_24,90124,77,86,61,67,N,3,7,4,0.1,3,38
9,A,Hindi,Priya Goel,9_A_24,90124,99,97,61,82,Y,8,7,5,0.3,8,77
9,A,Arts,Priya Goel,9_A_24,90124,85,97,87,59,N,9,9,2,0.4,8,68
9,A,Maths,Monika Menon,9_A_25,90125,94,42,60,63,Y,5,9,9,0.3,7,81
9,A,Science,Monika Menon,9_A_25,90125,96,95,52,61,Y,10,3,9,1.0,5,41
9,A,Social,Monika Menon,9_A_25,90125,91,44,89,57,Y,10,4,10,0.9,6,82
9,A,English,Monika Menon,9_A_25,90125,81,97,68,93,Y,9,7,10,0.7,10,92
9,A,Hindi,Monika Menon,9_A_25,90125,65,97,57,63,N,6,5,7,0.6,9,89
9,A,Arts,Monika Menon,9_A_25,90125,86,65,44,57,Y,8,9,3,0.5,7,86
9,A,Maths,Kunwar Naidu,9_A_26,90126,97,86,57,85,Y,8,8,4,0.2,4,97
9,A,Science,Kunwar Naidu,9_A_26,90126,72,92,77,46,Y,7,8,10,0.6,6,60
9,A,Social,Kunwar Naidu,9_A_26,90126,67,59,66,70,N,5,7,6,0.8,4,92
9,A,English,Kunwar Naidu,9_A_26,90126,67,67,94,99,Y,6,5,3,1.0,3,42
9,A,Hindi,Kunwar Naidu,9_A_26,90126,92,56,69,91,N,4,6,2,0.7,6,63
9,A,Arts,Kunwar Naidu,9_A_26,90126,70,45,93,81,N,5,6,5,0.5,10,82
9,A,Maths,Mehak Murthy,9_A_27,90127,90,40,93,77,N,6,3,5,0.5,3,51
9,A,Science,Mehak Murthy,9_A_27,90127,73,61,83,96,N,8,6,10,0.9,3,47
9,A,Social,Mehak Murthy,9_A_27,90127,81,70,64,61,N,8,4,3,0.2,10,30
9,A,English,Mehak Murthy,9_A_27,90127,100,72,82,97,N,6,6,10,0.6,9,52
9,A,Hindi,Mehak Murthy,9_A_27,90127,100,88,69,51,Y,6,5,3,0.6,8,77
9,A,Arts,Mehak Murthy,9_A_27,90127,73,47,89,64,Y,9,8,5,0.6,7,52
9,A,Maths,Rohan Bhatt,9_A_28,90128,86,78,47,48,Y,7,3,6,0.1,6,88
9,A,Science,Rohan Bhatt,9_A_28,90128,75,66,44,96,N,10,9,4,0.1,7,53
9,A,Social,Rohan Bhatt,9_A_28,90128,90,46,55,67,Y,8,8,10,0.7,9,37
9,A,English,Rohan Bhatt,9_A_28,90128,90,54,50,68,Y,4,5,8,0.2,8,66
9,A,Hindi,Rohan Bhatt,9_A_28,90128,95,75,70,50,Y,6,10,9,0.4,8,70
9,A,Arts,Rohan Bhatt,9_A_28,90128,100,52,76,56,N,6,6,6,0.2,9,51
9,A,Maths,Kavya Pawar,9_A_29,90129,83,72,42,85,N,7,9,8,0.8,7,68
9,A,Science,Kavya Pawar,9_A_29,90129,73,75,93,44,Y,5,6,8,0.2,4,95
9,A,Social,Kavya Pawar,9_A_29,90129,81,72,70,91,N,8,9,7,0.7,5,58
9,A,English,Kavya Pawar,9_A_29,90129,97,58,87,67,Y,4,10,5,0.1,7,100
9,A,Hindi,Kavya Pawar,9_A_29,90129,88,98,40,86,Y,10,3,7,0.9,4,85
9,A,Arts,Kavya Pawar,9_A_29,90129,87,82,56,85,Y,10,10,6,0.4,4,63
9,A,Maths,Yash Acharya,9_A_30,90130,94,84,55,55,Y,10,3,9,0.2,6,98
9,A,Science,Yash Acharya,9_A_30,90130,89,78,63,62,Y,8,5,7,1.0,5,48
9,A,Social,Yash Acharya,9_A_30,90130,73,97,55,43,Y,9,10,6,0.9,9,51
9,A,English,Yash Acharya,9_A_30,90130,96,73,51,66,N,10,3,9,0.4,3,54
9,A,Hindi,Yash Acharya,9_A_30,90130,81,76,61,62,Y,8,6,6,0.3,10,57
9,A,Arts,Yash Acharya,9_A_30,90130,94,79,69,82,Y,4,3,5,0.4,7,31
9,A,Maths,Rahul Pillai,9_A_31,90131,88,63,49,92,N,6,9,7,0.4,7,51
9,A,Science,Rahul Pillai,9_A_31,90131,86,47,48,49,N,10,8,3,0.3,8,47
9,A,Social,Rahul Pillai,9_A_31,90131,96,43,62,85,Y,7,8,9,0.7,7,89
9,A,English,Rahul Pillai,9_A_31,90131,70,78,48,68,N,10,3,3,0.9,9,76
9,A,Hindi,Rahul Pillai,9_A_31,90131,66,94,75,73,Y,3,10,8,0.6,8,74
9,A,Arts,Rahul Pillai,9_A_31,90131,81,55,52,46,N,7,6,2,0.8,8,49
9,A,Maths,Divya Banerjee,9_A_32,90132,85,88,74,80,Y,10,7,7,0.7,9,31
9,A,Science,Divya Banerjee,9_A_32,90132,89,50,91,65,N,9,7,5,0.9,8,95
9,A,Social,Divya Banerjee,9_A_32,90132,74,48,83,50,Y,4,10,5,0.9,7,67
9,A,English,Divya Banerjee,9_A_32,90132,96,55,53,98,N,10,4,9,0.3,4,62
9,A,Hindi,Divya Banerjee,9_A_32,90132,82,52,90,61,N,7,4,7,0.2,7,61
9,A,Arts,Divya Banerjee,9_A_32,90132,68,86,52,68,N,4,8,3,0.6,9,100
9,A,Maths,Sneha Dutta,9_A_33,90133,75,56,98,58,Y,5,7,3,0.5,5,100
9,A,Science,Sneha Dutta,9_A_33,90133,70,96,88,58,N,7,6,2,0.7,6,77
9,A,Social,Sneha Dutta,9_A_33,90133,65,79,98,72,Y,5,5,5,0.6,10,90
9,A,English,Sneha Dutta,9_A_33,90133,69,80,67,63,Y,7,3,9,0.8,9,71
9,A,Hindi,Sneha Dutta,9_A_33,90133,98,61,44,56,N,8,5,6,0.2,7,45
9,A,Arts,Sneha Dutta,9_A_33,90133,85,90,64,74,N,7,5,7,0.2,6,69
9,A,Maths,Saurabh Sen,9_A_34,90134,73,86,88,91,Y,4,7,9,0.2,5,64
9,A,Science,Saurabh Sen,9_A_34,90134,71,58,55,90,Y,10,8,7,0.7,3,74
9,A,Social,Saurabh Sen,9_A_34,90134,89,73,69,78,Y,8,3,3,0.6,9,52
9,A,English,Saurabh Sen,9_A_34,90134,70,46,59,42,Y,6,10,10,0.2,10,37
9,A,Hindi,Saurabh Sen,9_A_34,90134,85,60,46,74,Y,4,8,10,0.7,6,90
9,A,Arts,Saurabh Sen,9_A_34,90134,70,44,52,59,Y,8,5,10,1.0,4,55
9,A,Maths,Sneha Iqbal,9_A_35,90135,66,77,47,63,N,7,8,2,0.6,8,65
9,A,Science,Sneha Iqbal,9_A_35,90135,92,50,75,94,N,10,9,6,0.3,8,83
9,A,Social,Sneha Iqbal,9_A_35,90135,85,42,98,74,N,9,7,10,0.4,6,53
9,A,English,Sneha Iqbal,9_A_35,90135,99,50,71,59,Y,4,3,10,0.9,4,77
9,A,Hindi,Sneha Iqbal,9_A_35,90135,81,42,89,40,N,8,9,10,0.4,6,41
9,A,Arts,Sneha Iqbal,9_A_35,90135,90,97,97,76,N,8,10,5,0.3,10,86
9,A,Maths,Gaurav Srivastava,9_A_36,90136,80,86,90,45,Y,10,9,10,0.4,7,57
9,A,Science,Gaurav Srivastava,9_A_36,90136,89,51,59,99,N,8,7,4,0.7,8,86
9,A,Social,Gaurav Srivastava,9_A_36,90136,73,57,45,40,N,7,4,3,0.1,4,41
9,A,English,Gaurav Srivastava,9_A_36,90136,91,93,57,59,N,3,5,8,1.0,8,83
9,A,Hindi,Gaurav Srivastava,9_A_36,90136,74,90,89,76,Y,7,7,2,0.5,10,95
9,A,Arts,Gaurav Srivastava,9_A_36,90136,72,66,62,43,N,8,4,9,0.3,4,99
9,A,Maths,Pooja Patel,9_A_37,90137,87,65,86,65,N,7,4,10,0.9,4,63
9,A,Science,Pooja Patel,9_A_37,90137,67,80,56,79,N,10,9,6,0.2,6,63
9,A,Social,Pooja Patel,9_A_37,90137,91,71,91,85,N,9,9,4,0.7,3,79
9,A,English,Pooja Patel,9_A_37,90137,85,55,54,65,Y,7,3,4,0.4,10,41
9,A,Hindi,Pooja Patel,9_A_37,90137,97,65,82,74,N,6,5,2,0.6,3,82
9,A,Arts,Pooja Patel,9_A_37,90137,87,48,48,45,N,4,3,9,0.6,7,73
9,A,Maths,Deepak Jain,9_A_38,90138,94,47,95,87,Y,3,7,9,0.6,6,78
9,A,Science,Deepak Jain,9_A_38,90138,76,64,90,68,Y,9,8,9,0.5,7,70
9,A,Social,Deepak Jain,9_A_38,90138,75,97,73,43,Y,6,4,7,1.0,10,82
9,A,English,Deepak Jain,9_A_38,90138,72,50,65,56,N,7,10,9,0.5,10,72
9,A,Hindi,Deepak Jain,9_A_38,90138,65,44,43,63,Y,10,10,7,0.4,9,89
9,A,Arts,Deepak Jain,9_A_38,90138,91,66,59,40,Y,10,7,8,0.7,6,99
9,A,Maths,Kunwar Chawla,9_A_39,90139,100,49,97,85,N,5,6,6,0.2,4,33
9,A,Science,Kunwar Chawla,9_A_39,90139,80,63,44,67,N,5,3,3,0.4,3,38
9,A,Social,Kunwar Chawla,9_A_39,90139,95,72,86,97,Y,9,7,8,0.8,3,91
9,A,English,Kunwar Chawla,9_A_39,90139,80,89,52,55,N,6,6,6,0.1,5,33
9,A,Hindi,Kunwar Chawla,9_A_39,90139,97,91,73,73,Y,7,9,9,0.8,7,91
9,A,Arts,Kunwar Chawla,9_A_39,90139,73,40,74,93,Y,8,9,2,0.8,6,84
9,A,Maths,Manoj Trivedi,9_A_40,90140,85,55,61,96,Y,8,4,6,0.3,4,61
9,A,Science,Manoj Trivedi,9_A_40,90140,88,99,89,57,Y,4,4,3,0.3,6,34
9,A,Social,Manoj Trivedi,9_A_40,90140,68,47,92,42,Y,3,8,4,1.0,8,89
9,A,English,Manoj Trivedi,9_A_40,90140,86,82,93,55,N,5,6,5,0.2,9,51
9,A,Hindi,Manoj Trivedi,9_A_40,90140,85,81,45,73,N,5,4,10,0.9,7,56
9,A,Arts,Manoj Trivedi,9_A_40,90140,85,95,45,44,N,10,10,10,0.8,5,92
9,B,Maths,Yash Sen,9_B_1,90201,82,49,85,68,N,9,10,10,0.6,6,71
9,B,Science,Yash Sen,9_B_1,90201,86,42,72,47,N,10,8,4,0.3,8,34
9,B,Social,Yash Sen,9_B_1,90201,71,60,82,47,Y,3,10,5,0.7,6,86
9,B,English,Yash Sen,9_B_1,90201,66,96,56,90,N,9,6,7,0.5,5,85
9,B,Hindi,Yash Sen,9_B_1,90201,97,88,58,75,N,4,7,3,1.0,3,39
9,B,Arts,Yash Sen,9_B_1,90201,88,91,94,58,N,8,5,4,0.9,7,54
9,B,Maths,Rahul Pal,9_B_2,90202,86,96,98,54,N,8,8,6,0.5,9,38
9,B,Science,Rahul Pal,9_B_2,90202,81,70,72,40,N,10,3,4,0.6,5,76
9,B,Social,Rahul Pal,9_B_2,90202,74,88,65,59,Y,9,3,7,0.3,6,96
9,B,English,Rahul Pal,9_B_2,90202,89,57,100,58,Y,10,3,6,0.3,6,95
9,B,Hindi,Rahul Pal,9_B_2,90202,82,61,51,61,Y,7,4,5,0.7,4,34
9,B,Arts,Rahul Pal,9_B_2,90202,71,55,68,93,N,3,4,5,0.5,8,84
9,B,Maths,Saurabh Malhotra,9_B_3,90203,68,55,91,84,N,10,8,6,0.2,9,51
9,B,Science,Saurabh Malhotra,9_B_3,90203,97,66,96,67,N,5,7,7,0.5,3,55
9,B,Social,Saurabh Malhotra,9_B_3,90203,94,52,98,70,Y,9,7,5,1.0,9,76
9,B,English,Saurabh Malhotra,9_B_3,90203,72,53,75,86,N,8,5,7,0.5,8,88
9,B,Hindi,Saurabh Malhotra,9_B_3,90203,91,88,93,42,N,9,9,2,0.8,7,51
9,B,Arts,Saurabh Malhotra,9_B_3,90203,71,92,57,55,Y,10,4,8,0.8,10,52
9,B,Maths,Aanchal Mitra,9_B_4,90204,98,46,90,47,N,6,10,4,1.0,6,49
9,B,Science,Aanchal Mitra,9_B_4,90204,79,43,65,63,Y,5,6,9,0.1,8,86
9,B,Social,Aanchal Mitra,9_B_4,90204,73,47,98,49,Y,5,5,10,0.3,3,39
9,B,English,Aanchal Mitra,9_B_4,90204,88,67,51,41,Y,6,6,8,0.5,10,78
9,B,Hindi,Aanchal Mitra,9_B_4,90204,96,41,78,70,Y,3,9,9,0.4,10,71
9,B,Arts,Aanchal Mitra,9_B_4,90204,96,42,78,88,Y,7,10,4,0.8,8,57
9,B,Maths,Meera Gupta,9_B_5,90205,66,96,100,98,Y,10,10,8,0.7,5,90
9,B,Science,Meera Gupta,9_B_5,90205,77,57,91,87,Y,6,6,4,0.3,5,42
9,B,Social,Meera Gupta,9_B_5,90205,69,85,85,89,N,6,10,6,0.6,6,97
9,B,English,Meera Gupta,9_B_5,90205,71,55,99,88,N,6,9,8,0.4,6,47
9,B,Hindi,Meera Gupta,9_B_5,90205,92,71,75,50,Y,7,4,10,0.5,9,61
9,B,Arts,Meera Gupta,9_B_5,90205,100,54,49,51,N,3,6,4,0.6,9,38
