ID,Section,Subject,Name,Home Tuition (Y/N),Class,Roll Number,Attendance (%),Unit Test 1,Unit Test 2,Unit Test 3,Focus (0-10),Homework (0-10),Q&A (0-10),Doubt Asking Rate,Exam Prep (0-10),Special Problems Completion (%)
9A10,A,Arts,Monika Goel,N,9,90110,72,60,84,50,4,5,9,0.8,9,74
9A11,A,Maths,Rohan Dhillon,Y,9,90111,75,60,61,48,10,5,4,0.7,3,73
9A11,A,Science,Rohan Dhillon,Y,9,90111,69,82,41,90,9,6,8,0.6,6,93
9A11,A,Social,Rohan Dhillon,N,9,90111,99,85,76,46,6,6,5,0.2,6,82
9A11,A,English,Rohan Dhillon,N,9,90111,100,94,75,51,9,10,6,0.8,3,65
9A11,A,Hindi,Rohan Dhillon,N,9,90111,98,49,79,69,8,7,10,0.3,9,47
9A11,A,Arts,Rohan Dhillon,N,9,90111,85,87,87,47,10,7,7,0.6,8,35
9A12,A,Maths,Aarav Joshi,Y,9,90112,99,42,51,72,7,3,10,0.4,3,84
9A12,A,Science,Aarav Joshi,Y,9,90112,69,91,42,79,3,10,6,0.5,8,48
9A12,A,Social,Aarav Joshi,Y,9,90112,91,83,93,93,8,4,4,0.8,9,76
9A12,A,English,Aarav Joshi,Y,9,90112,82,50,73,90,3,10,7,0.9,5,65
9A12,A,Hindi,Aarav Joshi,N,9,90112,86,78,61,53,4,3,6,0.7,10,32
9A12,A,Arts,Aarav Joshi,Y,9,90112,74,60,89,77,8,5,6,0.3,8,53
9A13,A,Maths,Kiran Singh,Y,9,90113,74,55,50,61,10,4,7,1.0,10,52
9A13,A,Science,Kiran Singh,Y,9,90113,87,85,79,93,7,5,6,0.3,8,87
9A13,A,Social,Kiran Singh,Y,9,90113,98,73,43,84,9,9,10,0.5,3,97
9A13,A,English,Kiran Singh,Y,9,90113,84,99,89,59,9,5,4,0.9,3,94
9A13,A,Hindi,Kiran Singh,N,9,90113,76,74,89,98,9,6,3,0.1,5,100
9A13,A,Arts,Kiran Singh,Y,9,90113,98,77,80,90,5,3,10,0.3,3,67
9A14,A,Maths,Aanchal Gupta,Y,9,90114,77,82,83,75,3,7,10,0.8,8,80
9A14,A,Science,Aanchal Gupta,Y,9,90114,88,87,42,62,3,10,9,0.7,10,58
9A14,A,Social,Aanchal Gupta,N,9,90114,94,48,93,90,10,6,6,0.7,3,53
9A14,A,English,Aanchal Gupta,N,9,90114,70,88,86,74,6,6,4,0.2,4,97
9A14,A,Hindi,Aanchal Gupta,N,9,90114,84,72,61,42,6,8,8,0.9,6,51
9A14,A,Arts,Aanchal Gupta,Y,9,90114,81,67,54,64,3,6,9,0.7,7,65
9A15,A,Maths,Nisha Kulkarni,N,9,90115,75,92,99,95,4,7,6,0.5,7,93
9A15,A,Science,Nisha Kulkarni,Y,9,90115,71,76,84,84,10,5,10,0.5,10,51
9A15,A,Social,Nisha Kulkarni,Y,9,90115,66,44,75,70,7,10,4,0.3,8,73
9A15,A,English,Nisha Kulkarni,N,9,90115,85,97,76,71,5,9,8,0.5,3,45
9A15,A,Hindi,Nisha Kulkarni,N,9,90115,72,90,56,71,8,5,9,0.2,7,63
9A15,A,Arts,Nisha Kulkarni,N,9,90115,96,48,50,81,10,6,2,0.5,9,98
9A16,A,Maths,Aarav Bhatt,N,9,90116,66,89,80,75,9,8,7,1.0,5,55
9A16,A,Science,Aarav Bhatt,N,9,90116,94,66,55,52,5,10,3,1.0,6,90
9A16,A,Social,Aarav Bhatt,N,9,90116,89,100,73,54,9,10,9,0.4,10,98
9A16,A,English,Aarav Bhatt,N,9,90116,91,54,76,63,3,9,9,0.3,10,53
9A16,A,Hindi,Aarav Bhatt,N,9,90116,99,57,100,98,7,4,4,0.2,10,51
9A16,A,Arts,Aarav Bhatt,N,9,90116,79,81,53,54,10,8,3,0.4,3,62
9A17,A,Maths,Vijay Prasad,N,9,90117,95,71,56,84,4,10,4,0.2,9,96
9A17,A,Science,Vijay Prasad,Y,9,90117,76,99,50,92,5,5,8,0.1,9,85
9A17,A,Social,Vijay Prasad,Y,9,90117,94,70,92,67,4,5,8,0.7,3,50
9A17,A,English,Vijay Prasad,N,9,90117,68,54,63,85,8,7,7,0.2,6,72
9A17,A,Hindi,Vijay Prasad,Y,9,90117,89,98,81,83,3,7,7,0.9,3,83
9A17,A,Arts,Vijay Prasad,N,9,90117,88,71,99,70,10,5,10,0.5,7,71
9A18,A,Maths,Lata Nair,N,9,90118,88,86,57,51,7,10,3,0.8,6,95
9A18,A,Science,Lata Nair,Y,9,90118,80,80,55,59,8,8,6,0.3,9,85
9A18,A,Social,Lata Nair,Y,9,90118,99,65,49,92,7,6,2,0.5,8,50
9A18,A,English,Lata Nair,N,9,90118,99,65,41,84,8,8,4,0.9,6,71
9A18,A,Hindi,Lata Nair,N,9,90118,70,45,54,77,8,7,6,0.9,10,62
9A18,A,Arts,Lata Nair,N,9,90118,74,66,100,70,5,3,3,0.6,7,31
9A19,A,Maths,Aanchal Nair,Y,9,90119,66,42,97,59,9,7,9,0.9,10,72
9A19,A,Science,Aanchal Nair,Y,9,90119,83,51,41,57,10,5,2,0.1,3,57
9A19,A,Social,Aanchal Nair,Y,9,90119,76,41,68,72,9,5,8,1.0,7,79
9A19,A,English,Aanchal Nair,Y,9,90119,69,63,69,42,7,4,9,0.5,8,89
9A19,A,Hindi,Aanchal Nair,Y,9,90119,100,92,53,79,7,8,4,0.6,9,67
9A19,A,Arts,Aanchal Nair,Y,9,90119,91,100,63,76,6,10,10,0.3,6,95
9A20,A,Maths,Sonia Pandey,N,9,90120,87,66,86,95,5,6,5,0.7,3,46
9A20,A,Science,Sonia Pandey,N,9,90120,85,58,81,97,7,3,4,0.4,10,77
9A20,A,Social,Sonia Pandey,N,9,90120,86,48,77,91,7,7,8,0.7,10,64
9A20,A,English,Sonia Pandey,N,9,90120,100,73,82,85,8,10,3,0.5,7,38
9A20,A,Hindi,Sonia Pandey,N,9,90120,90,42,67,45,6,8,6,0.4,8,94
9A20,A,Arts,Sonia Pandey,Y,9,90120,78,75,98,57,10,5,10,0.5,6,83
9A21,A,Maths,Sameer Gill,N,9,90121,95,74,64,45,10,8,10,0.8,4,76
9A21,A,Science,Sameer Gill,N,9,90121,88,52,58,47,10,10,3,0.7,5,54
9A21,A,Social,Sameer Gill,N,9,90121,83,51,86,76,10,8,5,0.3,8,46
9A21,A,English,Sameer Gill,N,9,90121,78,71,84,54,4,7,2,0.8,5,54
9A21,A,Hindi,Sameer Gill,N,9,90121,70,86,73,69,4,10,8,0.2,4,38
9A21,A,Arts,Sameer Gill,N,9,90121,70,59,71,42,6,4,8,0.8,7,87
9A22,A,Maths,Payal Kumar,N,9,90122,83,61,85,53,5,4,8,0.8,9,54
9A22,A,Science,Payal Kumar,Y,9,90122,69,83,67,61,6,3,3,0.5,10,63
9A22,A,Social,Payal Kumar,Y,9,90122,79,100,79,43,9,3,5,0.1,5,94
9A22,A,English,Payal Kumar,N,9,90122,78,46,68,96,6,10,6,0.5,6,93
9A22,A,Hindi,Payal Kumar,Y,9,90122,85,55,88,49,10,5,7,0.1,5,76
9A22,A,Arts,Payal Kumar,N,9,90122,66,67,72,51,6,3,2,0.6,9,46
9A23,A,Maths,Vijay Jain,N,9,90123,83,85,98,92,9,5,4,0.9,4,83
9A23,A,Science,Vijay Jain,N,9,90123,95,40,82,57,6,9,8,1.0,3,60
9A23,A,Social,Vijay Jain,Y,9,90123,76,81,77,67,7,9,10,0.2,7,39
9A23,A,English,Vijay Jain,Y,9,90123,86,97,91,80,7,8,8,0.4,5,76
9A23,A,Hindi,Vijay Jain,N,9,90123,75,54,100,77,9,3,10,0.7,3,30
9A23,A,Arts,Vijay Jain,Y,9,90123,69,49,74,75,7,6,10,0.8,4,92
9A24,A,Maths,Priya Goel,Y,9,90124,75,81,66,58,7,9,8,0.2,9,95
9A24,A,Science,Priya Goel,N,9,90124,96,96,90,96,7,3,7,1.0,8,93
9A24,A,Social,Priya Goel,N,9,90124,92,77,56,60,4,10,3,0.8,10,32
9A24,A,English,Priya Goel,N,9,90124,77,86,61,67,3,7,4,0.1,3,38
9A24,A,Hindi,Priya Goel,Y,9,90124,99,97,61,82,8,7,5,0.3,8,77
9A24,A,Arts,Priya Goel,N,9,90124,85,97,87,59,9,9,2,0.4,8,68
9A25,A,Maths,Monika Menon,Y,9,90125,94,42,60,63,5,9,9,0.3,7,81
9A25,A,Science,Monika Menon,Y,9,90125,96,95,52,61,10,3,9,1.0,5,41
9A25,A,Social,Monika Menon,Y,9,90125,91,44,89,57,10,4,10,0.9,6,82
9A25,A,English,Monika Menon,Y,9,90125,81,97,68,93,9,7,10,0.7,10,92
9A25,A,Hindi,Monika Menon,N,9,90125,65,97,57,63,6,5,7,0.6,9,89
9A25,A,Arts,Monika Menon,Y,9,90125,86,65,44,57,8,9,3,0.5,7,86
9A26,A,Maths,Kunwar Naidu,Y,9,90126,97,86,57,85,8,8,4,0.2,4,97
9A26,A,Science,Kunwar Naidu,Y,9,90126,72,92,77,46,7,8,10,0.6,6,60
9A26,A,Social,Kunwar Naidu,N,9,90126,67,59,66,70,5,7,6,0.8,4,92
9A26,A,English,Kunwar Naidu,Y,9,90126,67,67,94,99,6,5,3,1.0,3,42
9A26,A,Hindi,Kunwar Naidu,N,9,90126,92,56,69,91,4,6,2,0.7,6,63
9A26,A,Arts,Kunwar Naidu,N,9,90126,70,45,93,81,5,6,5,0.5,10,82
9A27,A,Maths,Mehak Murthy,N,9,90127,90,40,93,77,6,3,5,0.5,3,51
9A27,A,Science,Mehak Murthy,N,9,90127,73,61,83,96,8,6,10,0.9,3,47
9A27,A,Social,Mehak Murthy,N,9,90127,81,70,64,61,8,4,3,0.2,10,30
9A27,A,English,Mehak Murthy,N,9,90127,100,72,82,97,6,6,10,0.6,9,52
9A27,A,Hindi,Mehak Murthy,Y,9,90127,100,88,69,51,6,5,3,0.6,8,77
9A27,A,Arts,Mehak Murthy,Y,9,90127,73,47,89,64,9,8,5,0.6,7,52
9A28,A,Maths,Rohan Bhatt,Y,9,90128,86,78,47,48,7,3,6,0.1,6,88
9A28,A,Science,Rohan Bhatt,N,9,90128,75,66,44,96,10,9,4,0.1,7,53
9A28,A,Social,Rohan Bhatt,Y,9,90128,90,46,55,67,8,8,10,0.7,9,37
9A28,A,English,Rohan Bhatt,Y,9,90128,90,54,50,68,4,5,8,0.2,8,66
9A28,A,Hindi,Rohan Bhatt,Y,9,90128,95,75,70,50,6,10,9,0.4,8,70
9A28,A,Arts,Rohan Bhatt,N,9,90128,100,52,76,56,6,6,6,0.2,9,51
9A29,A,Maths,Kavya Pawar,N,9,90129,83,72,42,85,7,9,8,0.8,7,68
9A29,A,Science,Kavya Pawar,Y,9,90129,73,75,93,44,5,6,8,0.2,4,95
9A29,A,Social,Kavya Pawar,N,9,90129,81,72,70,91,8,9,7,0.7,5,58
9A29,A,English,Kavya Pawar,Y,9,90129,97,58,87,67,4,10,5,0.1,7,100
9A29,A,Hindi,Kavya Pawar,Y,9,90129,88,98,40,86,10,3,7,0.9,4,85
9A29,A,Arts,Kavya Pawar,Y,9,90129,87,82,56,85,10,10,6,0.4,4,63
9A30,A,Maths,Yash Acharya,Y,9,90130,94,84,55,55,10,3,9,0.2,6,98
9A30,A,Science,Yash Acharya,Y,9,90130,89,78,63,62,8,5,7,1.0,5,48
9A30,A,Social,Yash Acharya,Y,9,90130,73,97,55,43,9,10,6,0.9,9,51
9A30,A,English,Yash Acharya,N,9,90130,96,73,51,66,10,3,9,0.4,3,54
9A30,A,Hindi,Yash Acharya,Y,9,90130,81,76,61,62,8,6,6,0.3,10,57
9A30,A,Arts,Yash Acharya,Y,9,90130,94,79,69,82,4,3,5,0.4,7,31
9A31,A,Maths,Rahul Pillai,N,9,90131,88,63,49,92,6,9,7,0.4,7,51
9A31,A,Science,Rahul Pillai,N,9,90131,86,47,48,49,10,8,3,0.3,8,47
9A31,A,Social,Rahul Pillai,Y,9,90131,96,43,62,85,7,8,9,0.7,7,89
9A31,A,English,Rahul Pillai,N,9,90131,70,78,48,68,10,3,3,0.9,9,76
9A31,A,Hindi,Rahul Pillai,Y,9,90131,66,94,75,73,3,10,8,0.6,8,74
9A31,A,Arts,Rahul Pillai,N,9,90131,81,55,52,46,7,6,2,0.8,8,49
9A32,A,Maths,Divya Banerjee,Y,9,90132,85,88,74,80,10,7,7,0.7,9,31
9A32,A,Science,Divya Banerjee,N,9,90132,89,50,91,65,9,7,5,0.9,8,95
9A32,A,Social,Divya Banerjee,Y,9,90132,74,48,83,50,4,10,5,0.9,7,67
9A32,A,English,Divya Banerjee,N,9,90132,96,55,53,98,10,4,9,0.3,4,62
9A32,A,Hindi,Divya Banerjee,N,9,90132,82,52,90,61,7,4,7,0.2,7,61
9A32,A,Arts,Divya Banerjee,N,9,90132,68,86,52,68,4,8,3,0.6,9,100
9A33,A,Maths,Sneha Dutta,Y,9,90133,75,56,98,58,5,7,3,0.5,5,100
9A33,A,Science,Sneha Dutta,N,9,90133,70,96,88,58,7,6,2,0.7,6,77
9A33,A,Social,Sneha Dutta,Y,9,90133,65,79,98,72,5,5,5,0.6,10,90
9A33,A,English,Sneha Dutta,Y,9,90133,69,80,67,63,7,3,9,0.8,9,71
9A33,A,Hindi,Sneha Dutta,N,9,90133,98,61,44,56,8,5,6,0.2,7,45
9A33,A,Arts,Sneha Dutta,N,9,90133,85,90,64,74,7,5,7,0.2,6,69
9A34,A,Maths,Saurabh Sen,Y,9,90134,73,86,88,91,4,7,9,0.2,5,64
9A34,A,Science,Saurabh Sen,Y,9,90134,71,58,55,90,10,8,7,0.7,3,74
9A34,A,Social,Saurabh Sen,Y,9,90134,89,73,69,78,8,3,3,0.6,9,52
9A34,A,English,Saurabh Sen,Y,9,90134,70,46,59,42,6,10,10,0.2,10,37
9A34,A,Hindi,Saurabh Sen,Y,9,90134,85,60,46,74,4,8,10,0.7,6,90
9A34,A,Arts,Saurabh Sen,Y,9,90134,70,44,52,59,8,5,10,1.0,4,55
9A35,A,Maths,Sneha Iqbal,N,9,90135,66,77,47,63,7,8,2,0.6,8,65
9A35,A,Science,Sneha Iqbal,N,9,90135,92,50,75,94,10,9,6,0.3,8,83
9A35,A,Social,Sneha Iqbal,N,9,90135,85,42,98,74,9,7,10,0.4,6,53
9A35,A,English,Sneha Iqbal,Y,9,90135,99,50,71,59,4,3,10,0.9,4,77
9A35,A,Hindi,Sneha Iqbal,N,9,90135,81,42,89,40,8,9,10,0.4,6,41
9A35,A,Arts,Sneha Iqbal,N,9,90135,90,97,97,76,8,10,5,0.3,10,86
9A36,A,Maths,Gaurav Srivastava,Y,9,90136,80,86,90,45,10,9,10,0.4,7,57
9A36,A,Science,Gaurav Srivastava,N,9,90136,89,51,59,99,8,7,4,0.7,8,86
9A36,A,Social,Gaurav Srivastava,N,9,90136,73,57,45,40,7,4,3,0.1,4,41
9A36,A,English,Gaurav Srivastava,N,9,90136,91,93,57,59,3,5,8,1.0,8,83
9A36,A,Hindi,Gaurav Srivastava,Y,9,90136,74,90,89,76,7,7,2,0.5,10,95
9A36,A,Arts,Gaurav Srivastava,N,9,90136,72,66,62,43,8,4,9,0.3,4,99
9A37,A,Maths,Pooja Patel,N,9,90137,87,65,86,65,7,4,10,0.9,4,63
9A37,A,Science,Pooja Patel,N,9,90137,67,80,56,79,10,9,6,0.2,6,63
9A37,A,Social,Pooja Patel,N,9,90137,91,71,91,85,9,9,4,0.7,3,79
9A37,A,English,Pooja Patel,Y,9,90137,85,55,54,65,7,3,4,0.4,10,41
9A37,A,Hindi,Pooja Patel,N,9,90137,97,65,82,74,6,5,2,0.6,3,82
9A37,A,Arts,Pooja Patel,N,9,90137,87,48,48,45,4,3,9,0.6,7,73
9A38,A,Maths,Deepak Jain,Y,9,90138,94,47,95,87,3,7,9,0.6,6,78
9A38,A,Science,Deepak Jain,Y,9,90138,76,64,90,68,9,8,9,0.5,7,70
9A38,A,Social,Deepak Jain,Y,9,90138,75,97,73,43,6,4,7,1.0,10,82
9A38,A,English,Deepak Jain,N,9,90138,72,50,65,56,7,10,9,0.5,10,72
9A38,A,Hindi,Deepak Jain,Y,9,90138,65,44,43,63,10,10,7,0.4,9,89
9A38,A,Arts,Deepak Jain,Y,9,90138,91,66,59,40,10,7,8,0.7,6,99
9A39,A,Maths,Kunwar Chawla,N,9,90139,100,49,97,85,5,6,6,0.2,4,33
9A39,A,Science,Kunwar Chawla,N,9,90139,80,63,44,67,5,3,3,0.4,3,38
9A39,A,Social,Kunwar Chawla,Y,9,90139,95,72,86,97,9,7,8,0.8,3,91
9A39,A,English,Kunwar Chawla,N,9,90139,80,89,52,55,6,6,6,0.1,5,33
9A39,A,Hindi,Kunwar Chawla,Y,9,90139,97,91,73,73,7,9,9,0.8,7,91
9A39,A,Arts,Kunwar Chawla,Y,9,90139,73,40,74,93,8,9,2,0.8,6,84
9A40,A,Maths,Manoj Trivedi,Y,9,90140,85,55,61,96,8,4,6,0.3,4,61
9A40,A,Science,Manoj Trivedi,Y,9,90140,88,99,89,57,4,4,3,0.3,6,34
9A40,A,Social,Manoj Trivedi,Y,9,90140,68,47,92,42,3,8,4,1.0,8,89
9A40,A,English,Manoj Trivedi,N,9,90140,86,82,93,55,5,6,5,0.2,9,51
9A40,A,Hindi,Manoj Trivedi,N,9,90140,85,81,45,73,5,4,10,0.9,7,56
9A40,A,Arts,Manoj Trivedi,N,9,90140,85,95,45,44,10,10,10,0.8,5,92
9B1,B,Maths,Yash Sen,N,9,90201,82,49,85,68,9,10,10,0.6,6,71
9B1,B,Science,Yash Sen,N,9,90201,86,42,72,47,10,8,4,0.3,8,34
9B1,B,Social,Yash Sen,Y,9,90201,71,60,82,47,3,10,5,0.7,6,86
9B1,B,English,Yash Sen,N,9,90201,66,96,56,90,9,6,7,0.5,5,85
9B1,B,Hindi,Yash Sen,N,9,90201,97,88,58,75,4,7,3,1.0,3,39
9B1,B,Arts,Yash Sen,N,9,90201,88,91,94,58,8,5,4,0.9,7,54
9B2,B,Maths,Rahul Pal,N,9,90202,86,96,98,54,8,8,6,0.5,9,38
9B2,B,Science,Rahul Pal,N,9,90202,81,70,72,40,10,3,4,0.6,5,76
9B2,B,Social,Rahul Pal,Y,9,90202,74,88,65,59,9,3,7,0.3,6,96
9B2,B,English,Rahul Pal,Y,9,90202,89,57,100,58,10,3,6,0.3,6,95
9B2,B,Hindi,Rahul Pal,Y,9,90202,82,61,51,61,7,4,5,0.7,4,34
9B2,B,Arts,Rahul Pal,N,9,90202,71,55,68,93,3,4,5,0.5,8,84
9B3,B,Maths,Saurabh Malhotra,N,9,90203,68,55,91,84,10,8,6,0.2,9,51
9B3,B,Science,Saurabh Malhotra,N,9,90203,97,66,96,67,5,7,7,0.5,3,55
9B3,B,Social,Saurabh Malhotra,Y,9,90203,94,52,98,70,9,7,5,1.0,9,76
9B3,B,English,Saurabh Malhotra,N,9,90203,72,53,75,86,8,5,7,0.5,8,88
9B3,B,Hindi,Saurabh Malhotra,N,9,90203,91,88,93,42,9,9,2,0.8,7,51
9B3,B,Arts,Saurabh Malhotra,Y,9,90203,71,92,57,55,10,4,8,0.8,10,52
9B4,B,Maths,Aanchal Mitra,N,9,90204,98,46,90,47,6,10,4,1.0,6,49
9B4,B,Science,Aanchal Mitra,Y,9,90204,79,43,65,63,5,6,9,0.1,8,86
9B4,B,Social,Aanchal Mitra,Y,9,90204,73,47,98,49,5,5,10,0.3,3,39
9B4,B,English,Aanchal Mitra,Y,9,90204,88,67,51,41,6,6,8,0.5,10,78
9B4,B,Hindi,Aanchal Mitra,Y,9,90204,96,41,78,70,3,9,9,0.4,10,71
9B4,B,Arts,Aanchal Mitra,Y,9,90204,96,42,78,88,7,10,4,0.8,8,57
9B5,B,Maths,Meera Gupta,Y,9,90205,66,96,100,98,10,10,8,0.7,5,90
9B5,B,Science,Meera Gupta,Y,9,90205,77,57,91,87,6,6,4,0.3,5,42
9B5,B,Social,Meera Gupta,N,9,90205,69,85,85,89,6,10,6,0.6,6,97
9B5,B,English,Meera Gupta,N,9,90205,71,55,99,88,6,9,8,0.4,6,47
9B5,B,Hindi,Meera Gupta,Y,9,90205,92,71,75,50,7,4,10,0.5,9,61
9B5,B,Arts,Meera Gupta,N,9,90205,100,54,49,51,3,6,4,0.6,9,38
9B6,B,Maths,Anil Iqbal,N,9,90206,90,86,59,77,9,7,8,0.9,6,59
9B6,B,Science,Anil Iqbal,Y,9,90206,100,72,99,59,4,6,5,0.5,4,93
9B6,B,Social,Anil Iqbal,Y,9,90206,92,94,64,63,5,4,7,0.5,7,61
9B6,B,English,Anil Iqbal,Y,9,90206,83,58,51,58,4,9,2,0.8,3,45
9B6,B,Hindi,Anil Iqbal,N,9,90206,80,68,99,87,5,3,2,0.7,6,46
9B6,B,Arts,Anil Iqbal,N,9,90206,76,56,88,87,8,5,9,1.0,8,83
9B7,B,Maths,Pooja Pawar,N,9,90207,94,75,67,45,6,9,2,0.7,5,76
9B7,B,Science,Pooja Pawar,Y,9,90207,76,81,43,49,7,8,2,0.5,5,71
9B7,B,Social,Pooja Pawar,Y,9,90207,87,83,93,100,5,5,7,0.6,6,52
9B7,B,English,Pooja Pawar,Y,9,90207,99,95,64,48,7,4,6,0.6,7,74
9B7,B,Hindi,Pooja Pawar,Y,9,90207,87,91,90,96,8,3,7,0.3,10,93
9B7,B,Arts,Pooja Pawar,N,9,90207,100,53,76,86,6,6,5,0.3,6,87
9B8,B,Maths,Sanjay Sen,N,9,90208,71,60,42,59,4,7,9,0.5,7,36
9B8,B,Science,Sanjay Sen,Y,9,90208,72,50,52,82,4,4,6,0.8,9,69
9B8,B,Social,Sanjay Sen,Y,9,90208,84,85,44,42,3,8,7,0.2,9,44
9B8,B,English,Sanjay Sen,Y,9,90208,94,47,68,86,6,10,2,0.5,4,39
9B8,B,Hindi,Sanjay Sen,N,9,90208,86,68,72,42,9,3,5,0.4,4,65
9B8,B,Arts,Sanjay Sen,N,9,90208,93,95,90,58,7,4,2,1.0,7,36
9B9,B,Maths,Riya Mishra,N,9,90209,81,80,93,54,7,5,3,0.2,10,75
9B9,B,Science,Riya Mishra,N,9,90209,74,85,50,86,7,10,6,0.5,7,70
9B9,B,Social,Riya Mishra,Y,9,90209,68,59,55,50,3,4,2,0.2,6,45
9B9,B,English,Riya Mishra,Y,9,90209,89,78,91,63,8,4,10,0.2,10,68
9B9,B,Hindi,Riya Mishra,N,9,90209,91,84,43,98,6,9,10,0.6,7,31
9B9,B,Arts,Riya Mishra,N,9,90209,94,95,58,41,6,10,10,0.4,10,67
9B10,B,Maths,Akash Chakraborty,Y,9,90210,79,56,93,93,8,7,8,0.7,9,84
9B10,B,Science,Akash Chakraborty,Y,9,90210,81,78,92,82,10,5,10,0.4,8,42
9B10,B,Social,Akash Chakraborty,Y,9,90210,73,67,45,66,10,4,5,0.6,8,95
9B10,B,English,Akash Chakraborty,N,9,90210,99,51,90,73,4,7,8,0.3,6,47
9B10,B,Hindi,Akash Chakraborty,N,9,90210,65,73,65,51,8,5,6,1.0,3,31
9B10,B,Arts,Akash Chakraborty,Y,9,90210,88,74,91,44,10,3,8,0.4,10,98
9B11,B,Maths,Pranav Pillai,N,9,90211,89,55,88,64,4,7,9,0.6,7,76
9B11,B,Science,Pranav Pillai,Y,9,90211,91,92,86,68,8,7,6,0.4,8,61
9B11,B,Social,Pranav Pillai,N,9,90211,94,52,100,49,8,9,6,0.4,7,60
9B11,B,English,Pranav Pillai,Y,9,90211,82,54,42,65,7,5,2,0.1,5,69
9B11,B,Hindi,Pranav Pillai,N,9,90211,74,50,46,89,4,5,9,0.5,5,86
9B11,B,Arts,Pranav Pillai,N,9,90211,83,54,79,89,8,6,6,0.2,5,60
9B12,B,Maths,Prisha Roy,N,9,90212,76,59,92,98,4,4,2,0.4,10,47
9B12,B,Science,Prisha Roy,Y,9,90212,94,82,64,55,4,8,2,0.7,9,93
9B12,B,Social,Prisha Roy,N,9,90212,86,48,57,49,5,3,5,0.7,4,92
9B12,B,English,Prisha Roy,Y,9,90212,76,61,84,81,10,7,2,0.9,10,32
9B12,B,Hindi,Prisha Roy,Y,9,90212,84,40,49,70,5,3,7,0.2,8,82
9B12,B,Arts,Prisha Roy,Y,9,90212,82,44,96,51,8,4,7,0.6,6,32
9B13,B,Maths,Aditya Bansal,Y,9,90213,95,46,91,40,8,10,2,0.7,7,92
9B13,B,Science,Aditya Bansal,N,9,90213,85,62,60,60,8,7,7,1.0,3,38
9B13,B,Social,Aditya Bansal,Y,9,90213,81,83,40,64,3,5,9,0.3,9,37
9B13,B,English,Aditya Bansal,Y,9,90213,66,97,79,69,6,10,7,0.8,9,77
9B13,B,Hindi,Aditya Bansal,Y,9,90213,96,57,91,77,7,5,2,0.2,3,40
9B13,B,Arts,Aditya Bansal,N,9,90213,84,45,40,86,7,8,2,1.0,5,52
9B14,B,Maths,Amit Iyer,N,9,90214,90,77,57,70,6,4,4,0.4,4,42
9B14,B,Science,Amit Iyer,Y,9,90214,76,77,80,45,3,8,8,0.4,9,53
9B14,B,Social,Amit Iyer,N,9,90214,80,69,85,90,10,4,3,0.9,8,58
9B14,B,English,Amit Iyer,N,9,90214,92,100,80,40,10,9,4,0.9,6,34
9B14,B,Hindi,Amit Iyer,Y,9,90214,81,99,55,96,8,7,8,0.5,6,73
9B14,B,Arts,Amit Iyer,Y,9,90214,70,71,66,63,8,3,9,0.5,10,60
9B15,B,Maths,Arjun Pillai,Y,9,90215,79,40,91,71,4,10,7,0.9,3,92
9B15,B,Science,Arjun Pillai,N,9,90215,83,80,78,62,4,8,3,0.8,7,34
9B15,B,Social,Arjun Pillai,N,9,90215,90,82,93,91,6,3,6,0.8,4,71
9B15,B,English,Arjun Pillai,N,9,90215,96,40,63,86,9,5,2,0.4,6,60
9B15,B,Hindi,Arjun Pillai,Y,9,90215,65,81,92,54,5,7,10,0.4,6,82
9B15,B,Arts,Arjun Pillai,Y,9,90215,84,63,96,61,10,9,3,0.8,4,67
9B16,B,Maths,Kiran Malik,N,9,90216,99,93,50,82,6,4,4,1.0,5,65
9B16,B,Science,Kiran Malik,Y,9,90216,69,68,88,83,9,7,5,0.7,3,100
9B16,B,Social,Kiran Malik,N,9,90216,72,67,67,80,10,7,5,0.7,3,73
9B16,B,English,Kiran Malik,N,9,90216,100,93,54,85,9,6,3,0.9,6,59
9B16,B,Hindi,Kiran Malik,N,9,90216,75,42,64,65,4,6,9,0.9,10,48
9B16,B,Arts,Kiran Malik,N,9,90216,67,57,55,52,6,4,7,0.5,6,36
9B17,B,Maths,Nisha Agrawal,N,9,90217,91,68,47,53,6,7,9,0.1,10,80
9B17,B,Science,Nisha Agrawal,Y,9,90217,71,57,53,60,3,6,9,0.5,5,43
9B17,B,Social,Nisha Agrawal,Y,9,90217,74,98,85,98,8,10,3,0.1,8,70
9B17,B,English,Nisha Agrawal,N,9,90217,86,93,89,67,7,5,4,0.3,9,93
9B17,B,Hindi,Nisha Agrawal,N,9,90217,88,92,50,44,9,7,3,0.4,9,89
9B17,B,Arts,Nisha Agrawal,N,9,90217,69,75,91,61,7,7,4,0.2,6,79
9B18,B,Maths,Isha Nair,Y,9,90218,92,91,57,63,8,7,8,0.8,7,43
9B18,B,Science,Isha Nair,N,9,90218,73,73,57,53,8,10,4,0.8,3,51
9B18,B,Social,Isha Nair,Y,9,90218,83,44,45,47,8,4,2,0.6,6,86
9B18,B,English,Isha Nair,N,9,90218,79,43,67,45,8,10,10,0.1,9,44
9B18,B,Hindi,Isha Nair,Y,9,90218,91,91,64,93,4,4,4,0.6,8,95
9B18,B,Arts,Isha Nair,N,9,90218,81,81,98,49,8,8,5,0.9,7,68
